order_item_id,order_id,product_id,quantity,unit_price,discount_rate
138,56,24,3,33.9,0
139,57,5,4,253.62,0.1
140,57,33,4,57.57,0.06
141,57,30,2,18.76,0.05
142,57,37,2,8.88,0.02
143,58,24,3,36.09,0.11
144,58,45,6,6.22,0
145,58,10,2,90.66,0.11
146,59,31,4,43.21,0.03
147,60,41,3,8.17,0
148,60,33,4,55.39,0.07
149,61,13,3,31.46,0.04
150,61,38,1,10.22,0
151,61,31,2,43.02,0.04
152,62,50,4,146.66,0.06
153,62,37,1,9.15,0
154,63,14,1,19.16,0.02
155,64,37,2,8.95,0
156,64,7,3,82.76,0.07
157,64,25,3,50.4,0.07
158,65,17,5,41.92,0
159,65,28,1,24.06,0
160,66,16,1,19.3,0.06
161,66,4,5,35.13,0.05
162,66,27,4,19.4,0.07
163,66,14,1,18.63,0
164,67,17,2,39.41,0
165,67,43,3,25.44,0.02
166,67,33,3,54.21,0.03
167,68,24,3,33.95,0.09
168,68,2,1,7.82,0.05
169,69,35,1,33.32,0.06
170,69,16,8,19.88,0.06
171,69,1,1,47.97,0.06
172,69,5,2,255.19,0.07
173,70,5,1,248.12,0
174,70,8,2,46.8,0.06
175,71,8,2,43.17,0.07
176,71,13,2,30.34,0.02
177,72,32,4,14.62,0
178,73,11,5,14.36,0.05
179,74,16,1,19.46,0
180,75,36,3,17.75,0.05
181,75,39,1,13.22,0
182,76,15,4,22.06,0.08
183,76,17,3,38.69,0
184,76,25,1,49.53,0.1
185,77,41,3,7.63,0.03
186,77,43,1,24.65,0.05
187,77,47,3,13.22,0.04
188,78,15,1,21.9,0.02
189,79,37,3,8.86,0.01
190,79,1,1,49.6,0.08
191,79,2,1,8.29,0.04
192,80,13,2,29.72,0.06
193,80,24,3,35.59,0.09
194,81,7,4,80.77,0
195,82,31,1,44.73,0.06
196,82,24,1,33.44,0.12
197,82,49,3,57.41,0
198,83,15,2,22.64,0.04
199,84,43,3,26.03,0.01
200,84,33,3,53.24,0.02
201,84,4,3,35.57,0.03
202,85,17,4,41.59,0.02
203,85,26,1,41.28,0
204,85,40,3,15.72,0.04
205,86,38,1,9.82,0
206,86,2,2,8.26,0
207,86,16,1,20.03,0.01
208,86,14,1,18.16,0.02
209,87,8,1,45.08,0
210,87,28,4,24.73,0.05
211,87,39,4,12.92,0.03
212,88,49,1,62.14,0.02
213,89,9,1,60.42,0
214,89,8,1,44.22,0.06
215,90,12,2,24.96,0
216,91,12,2,26.18,0.01
217,91,6,1,39.41,0.05
218,92,16,5,20.18,0.09
219,93,14,1,19,0.07
220,94,17,1,38.07,0.02
221,94,21,3,43.33,0.08
222,94,44,1,6.66,0.06
223,94,40,3,15.06,0
224,95,25,1,50.7,0
225,95,32,4,15.19,0.04
226,95,48,2,7.79,0
227,95,4,2,34.92,0.04
228,96,36,6,17.29,0
229,96,35,2,32.42,0
230,96,15,5,23.78,0
231,97,29,2,48.52,0.03
232,97,42,1,11.64,0.04
233,97,40,3,14.79,0
234,98,19,2,12.64,0
235,98,14,4,18.74,0
236,98,16,2,19.82,0
237,98,25,2,48.12,0.12
238,99,49,2,60.93,0.07
239,99,36,1,17.53,0.04
240,99,32,4,15.36,0
241,99,27,2,20.77,0.09
242,100,41,5,8.38,0.01
243,101,23,1,23.05,0.09
244,101,16,2,20.68,0.02
245,101,47,1,13.14,0.01
246,101,32,1,14.86,0
247,102,28,1,26.12,0
248,102,40,4,15.38,0.04
249,102,21,2,44.63,0.08
250,102,12,2,24.4,0.03
251,103,33,2,52.53,0.05
252,104,28,1,24.25,0
253,105,41,1,7.83,0.06
254,106,3,2,29.8,0.04
255,106,47,1,12.94,0.05
256,107,25,1,49.81,0.09
257,107,41,1,8.04,0.03
258,107,40,1,15.27,0.02
259,108,12,2,23.93,0.04
260,108,34,4,35.7,0.03
261,108,7,1,77.22,0.06
262,108,18,1,26.15,0
263,109,24,1,33.69,0.12
264,109,14,1,19.61,0.07
265,109,21,2,45.1,0
266,109,47,2,12.7,0.01
267,110,37,5,9.36,0
268,110,16,3,19.56,0.06
269,111,30,4,18.54,0
270,111,11,1,15.18,0.06
271,111,42,2,11.98,0
272,111,6,1,39.56,0
273,112,4,2,33.53,0.09
274,112,18,2,25.02,0.06
275,112,47,2,12.51,0.02
276,113,26,2,39.63,0.09
277,113,39,2,12.56,0
278,114,12,4,24.53,0
279,114,2,3,7.6,0
280,114,25,5,49.45,0.1
281,115,22,2,14.51,0.11
282,115,49,2,58.72,0.05
283,115,4,3,34.47,0.04
284,115,9,2,58.54,0.08
285,116,33,1,54.24,0.05
286,117,8,3,46.17,0.1
287,118,35,1,31.85,0
288,119,46,1,18.12,0
289,119,22,2,14.34,0
290,120,15,3,23.9,0.07
291,121,19,3,13.57,0.1
292,121,33,1,52.26,0
293,121,44,2,7.26,0.04
294,122,34,4,36.08,0.04
295,123,22,3,14.69,0.07
296,124,21,2,42.99,0
297,124,20,1,30.77,0.06
298,124,41,1,8.19,0.04
299,125,50,4,141.2,0.04
300,125,10,2,90.6,0.03
301,126,48,1,7.8,0.03
302,126,29,4,51.71,0
303,126,16,3,20.3,0
304,126,45,2,5.95,0.03
305,127,29,2,50.4,0.11
306,128,12,1,25.79,0
307,129,21,3,43.67,0.09
308,129,9,4,62.49,0.04
309,129,6,3,40.53,0.06
310,129,35,1,32.72,0.08
311,130,40,2,14.77,0
312,130,35,2,33.48,0.03
313,131,31,2,46.34,0
314,132,4,3,36.25,0.06
315,132,47,3,12.42,0.02
316,132,18,3,25.35,0.05
317,132,48,1,7.61,0.07
318,133,39,2,13.38,0.05
319,133,20,1,30.28,0.1
320,133,6,2,40.04,0.09
321,133,45,4,5.96,0.08
322,134,22,2,14.88,0.07
323,134,21,2,44.72,0.12
324,134,8,1,44.93,0
325,134,14,3,19.3,0
326,135,22,3,15.06,0.11
327,135,20,5,30.48,0
328,135,12,5,25.46,0.08
329,135,31,2,47.04,0
330,135,1,8,51.06,0.09
331,136,34,2,34.53,0.05
332,136,21,2,44.78,0.1
333,137,50,4,140.18,0.03
334,137,32,3,14.32,0.08
335,137,4,1,35.29,0.04
336,137,6,3,40.46,0.07
337,138,48,3,7.89,0.04
338,138,38,3,10.1,0.05
339,138,50,2,135.26,0.03
340,138,36,5,16.39,0.04
341,139,7,4,82.68,0.12
342,139,2,6,8.35,0.11
343,140,3,1,28.64,0
344,140,29,2,51.25,0
345,141,17,5,39.77,0
346,141,34,3,36.56,0.05
347,141,15,2,23.63,0.05
348,142,22,2,14.53,0
349,143,30,1,19.46,0.06
350,143,46,3,17.52,0.05
351,144,13,1,29.3,0
352,144,23,4,23.63,0.07
353,144,34,1,34.25,0.05
354,145,37,4,9.03,0
355,145,42,4,12.02,0.03
356,145,3,6,30.83,0
357,146,20,2,30.86,0.1
358,146,36,2,16.17,0
359,146,10,2,89.81,0.07
360,146,25,1,52.34,0.1
361,147,49,3,59.67,0.05
362,147,38,3,10.31,0
363,148,36,2,17.37,0.02
364,148,16,1,20.74,0.04
365,148,30,1,19.48,0.03
366,148,40,1,14.93,0.02
367,149,42,1,12.36,0
368,149,9,1,62.34,0.08
369,150,13,1,29.58,0
370,151,30,3,19.84,0
371,152,1,2,50.8,0.12
372,152,44,1,6.88,0.09
373,152,18,8,25.95,0.1
374,152,26,4,41.35,0
375,152,11,4,15.53,0
376,152,21,4,42.84,0.13
377,153,41,1,8.24,0
378,153,19,1,12.63,0.07
379,153,40,2,15.32,0
380,153,29,2,47.81,0.05
381,154,15,3,22.19,0.07
382,154,42,5,11.73,0.01
383,155,32,3,14.94,0
384,155,29,4,50.09,0
385,155,45,3,6.05,0
386,155,10,4,92.8,0.09
387,156,39,1,12.4,0
388,156,28,1,23.88,0.05
389,156,35,3,33.73,0.04
390,156,47,1,13.51,0.02
391,156,9,2,58.87,0.06
392,157,36,1,17.65,0
393,157,12,2,26.04,0.05
394,157,24,2,33.9,0
395,157,5,1,262.47,0.08
396,158,17,3,40.61,0.04
397,158,21,1,44.86,0.07
398,159,11,2,15.71,0.05
399,159,46,1,17.57,0.06
400,159,36,1,16.8,0
401,159,7,1,77.06,0
402,160,40,2,14.95,0
403,160,37,1,8.79,0
404,160,24,1,35.04,0.12
405,160,19,1,12.59,0.08
406,161,2,1,8.38,0.07
407,161,21,2,43.67,0.09
408,161,4,3,33.4,0.07
409,162,10,1,92.32,0
410,163,28,2,23.98,0.09
411,163,48,1,7.81,0.04
412,163,14,1,19.18,0.03
413,163,11,1,15.37,0.06
414,164,24,4,33.44,0.08
415,164,37,1,8.88,0
416,164,8,4,47.1,0
417,164,39,2,13.07,0.01
418,165,1,3,49.55,0.09
419,165,44,8,7.26,0.1
420,165,6,1,40.47,0
421,165,24,2,33.93,0.1
422,166,45,8,6.04,0.05
423,167,22,2,14.33,0.09
424,168,38,2,10.42,0.03
425,168,6,2,40.9,0.08
426,168,45,2,5.8,0.04
427,168,21,4,42.94,0.09
428,169,9,5,57.16,0.08
429,170,39,2,12.54,0
430,170,24,1,36.68,0.08
431,170,33,2,54.13,0
432,171,19,3,12.79,0.08
433,172,41,6,8.15,0.03
434,172,32,3,14.36,0.07
435,172,35,4,34.45,0.07
436,172,30,3,19.49,0
437,173,37,5,8.72,0.05
438,173,8,4,45.86,0.07
439,173,33,2,53.91,0.04
440,173,28,2,25.31,0
441,174,25,10,51.97,0.1
442,174,4,5,34.45,0.08
443,174,5,2,248.81,0
444,174,30,10,19.11,0.09
445,174,26,2,39.32,0.15
446,174,19,3,12.93,0.12
447,175,47,1,13.01,0.04
448,175,12,1,24.43,0
449,175,50,1,143.39,0.04
450,176,21,2,46.94,0
451,176,19,4,13.48,0
452,177,1,3,49.85,0.03
453,177,39,2,12.77,0.03
454,177,46,1,18.73,0.04
455,178,29,1,51.12,0
456,179,7,4,77.35,0.06
457,179,44,3,7.34,0.06
458,179,36,2,17,0.08
459,179,19,2,13.61,0
460,180,7,1,81.76,0.05
461,180,50,1,140.78,0.03
462,180,25,1,50.82,0.12
463,180,10,2,93.01,0.04
464,181,27,2,19.46,0.1
465,181,33,1,56.64,0
466,181,39,3,13.4,0
467,182,23,2,22.7,0.06
468,182,50,2,142.58,0
469,183,43,5,24.76,0
470,183,21,1,44.76,0.12
471,183,3,1,30.4,0.08
472,183,36,2,17.19,0
473,184,35,3,31.83,0
474,184,45,3,5.71,0
475,185,2,3,8.11,0.05
476,185,28,2,24.33,0
477,185,36,4,17.73,0
478,185,44,4,6.88,0.03
479,186,26,1,40.22,0
480,186,42,1,12.58,0.05
481,186,19,2,12.54,0.1
482,186,37,5,9.42,0.04
483,187,8,2,44.86,0.06
484,188,35,1,33.33,0
485,188,18,2,24.25,0.04
486,188,4,3,36.74,0.05
487,188,46,1,18.25,0.03
488,188,2,1,7.96,0.06
489,189,28,4,23.86,0
490,189,8,3,45.51,0.06
491,189,46,3,17.13,0
492,189,1,2,51.14,0.08
493,189,4,4,36.67,0.07
494,189,38,5,10.22,0.03
495,190,16,1,19.41,0
496,190,41,2,7.83,0
497,191,17,2,38.64,0
498,191,8,1,46.9,0
499,191,4,4,33.68,0.06
500,192,21,1,44.67,0.08
501,192,25,1,51.59,0.08
502,193,23,1,21.85,0.09
503,193,13,5,30.84,0
504,193,2,1,8.33,0.09
505,193,30,2,19.02,0.05
506,194,34,2,36.28,0.08
507,194,26,2,40.55,0.13
508,195,4,2,33.61,0
509,195,40,2,14.4,0.05
510,195,34,2,34,0.02
511,195,2,1,8.28,0
512,196,49,1,59.26,0.02
513,197,16,2,20.36,0.02
514,197,1,2,47.72,0.05
515,197,40,2,15.65,0.05
516,197,25,1,47.63,0.07
517,198,18,1,23.97,0
518,198,22,1,15.72,0.09
519,199,18,4,25.05,0.04
520,199,8,1,44.61,0.03
521,199,1,5,49.6,0.04
522,199,34,3,35.93,0.03
523,200,45,1,6.12,0
524,201,47,2,12.53,0.09
525,202,3,1,29.32,0.06
526,202,10,1,87.66,0.08
527,203,45,3,5.94,0.03
528,203,38,3,10.1,0.02
529,204,11,2,14.84,0.04
530,204,3,5,28.56,0.09
531,204,1,5,49.9,0.08
532,204,2,4,8.26,0
533,205,20,2,28.85,0
534,206,50,1,146.88,0.05
535,206,38,2,10.38,0.04
536,206,8,2,42.78,0.05
537,207,7,2,76.18,0.08
538,207,33,2,53.04,0
539,208,24,2,33.41,0.09
540,208,10,1,89.49,0.08
541,209,20,10,30.58,0.14
542,209,34,3,36.3,0
543,209,7,6,83.81,0.08
544,210,11,2,14.82,0.04
545,211,42,3,11.79,0.02
546,211,3,1,28.57,0.1
547,211,1,1,50.26,0.08
548,211,49,1,60.33,0.06
549,212,17,1,39.45,0.07
550,213,40,5,14.66,0.05
551,213,26,3,39.26,0
552,213,9,2,61.54,0.06
553,213,50,1,142.92,0
554,214,38,1,10.38,0.01
555,214,37,4,9.31,0
556,214,4,2,34.7,0.09
557,214,34,2,33.62,0
558,215,10,2,93.33,0
559,215,15,4,22.99,0.03
560,216,17,2,41.47,0.02
561,216,48,1,7.95,0
562,216,45,2,5.78,0.03
563,216,12,3,25.95,0.04
564,217,44,1,6.65,0.04
565,217,7,1,78.79,0.07
566,217,43,1,24.66,0
567,217,22,2,14.84,0.08
568,218,20,1,30.42,0.1
569,219,49,2,58.06,0.03
570,219,37,2,9.01,0
571,219,34,1,35.34,0.06
572,220,35,4,33.99,0.05
573,221,3,4,28.55,0.06
574,222,38,2,9.74,0.05
575,222,41,2,8.17,0
576,222,7,1,79.66,0
577,222,4,2,36.28,0.06
578,223,16,2,19.03,0.04
579,223,31,1,47,0.07
580,223,3,2,29.09,0
581,224,50,1,136.47,0.06
582,224,6,4,38.93,0.07
583,224,36,1,17.28,0.02
584,224,9,4,60.74,0
585,225,1,3,50.21,0.05
586,226,14,3,19.52,0
587,226,30,1,18.09,0.08
588,227,2,2,8.16,0.09
589,228,24,4,36.34,0.07
590,228,14,1,19.09,0.06
591,228,9,2,62.57,0
592,228,30,2,19.45,0.04
593,229,15,3,21.98,0.02
594,229,49,3,59.52,0
595,229,17,3,41.59,0
596,229,19,4,12.58,0.07
597,230,34,1,36.14,0
598,231,5,2,249.69,0
599,231,3,1,30.55,0.07
600,232,10,3,86.49,0.05
601,233,19,1,12.77,0.1
602,233,14,5,19.88,0.06
603,234,7,1,80.55,0.08
604,234,5,3,250.42,0
605,234,14,1,19.16,0.05
606,235,43,2,25.77,0.03
607,236,19,4,12.76,0
608,236,35,4,31.62,0.07
609,237,9,3,59.79,0.08
610,237,36,5,17.16,0
611,237,39,2,13.25,0
612,238,50,2,140.19,0.05
613,238,4,3,35.98,0
614,238,25,2,48.52,0.1
615,238,29,1,51.56,0.02
616,239,4,2,34.59,0.02
617,239,6,1,41.76,0.02
618,239,12,2,25.81,0.05
619,239,25,3,50.17,0.11
620,239,15,3,23.94,0
621,240,27,1,20.76,0
622,240,17,3,39.06,0.03
623,240,14,1,19.04,0.07
624,240,30,3,18.6,0
625,241,46,2,18.29,0
626,242,11,2,14.76,0
627,242,13,3,30.73,0.04
628,243,27,1,19.4,0.12
629,243,46,3,17.54,0.02
630,243,17,2,41.69,0.04
631,244,29,3,50.17,0.07
632,244,19,1,12.97,0.13
633,244,40,2,15.18,0
634,244,36,2,16.37,0.06
635,245,31,2,45.27,0
636,246,15,3,23.6,0.01
637,247,36,2,17.78,0.02
638,248,24,1,36.28,0.11
639,248,37,2,9.31,0
640,248,14,2,19.68,0
641,249,4,1,33.61,0
642,249,10,1,87.21,0.06
643,249,2,2,7.89,0.05
644,249,42,3,11.82,0
645,250,29,4,48.41,0
646,250,37,5,9.28,0
647,250,36,4,17.31,0.08
648,251,16,1,19.49,0.02
649,251,44,1,7.05,0
650,251,6,2,38.08,0.03
651,252,50,3,142.27,0
652,252,48,1,8.22,0.07
653,252,45,1,5.83,0.03
654,252,24,4,33.32,0.11
655,253,9,1,61.16,0
656,254,31,2,42.99,0.05
657,254,10,4,89.72,0.07
658,255,34,1,33.49,0
659,255,23,1,22.84,0.1
660,255,28,1,25.06,0.05
661,256,11,10,15.22,0
662,256,9,6,58.13,0
663,256,29,2,49.97,0.06
664,257,23,5,23.81,0
665,258,49,2,59.16,0.04
666,258,1,4,52.31,0
667,258,44,3,7.31,0
668,258,40,3,15.01,0.01
669,259,8,3,46.11,0.03
670,259,39,1,13.53,0
671,259,33,3,55.69,0.05
672,260,29,3,51.66,0.09
673,260,8,2,44.97,0.11
674,260,31,2,45.58,0.06
675,260,23,6,23.66,0.13
676,260,11,6,15.6,0.08
677,261,50,2,137.91,0.02
678,262,11,2,14.31,0.05
679,262,30,3,18.66,0.07
680,262,17,2,39.53,0.03
681,262,47,1,13.25,0.03
682,263,35,6,33.46,0
683,263,42,4,11.51,0
684,263,1,6,48.07,0
685,263,47,4,13.15,0.09
686,263,16,3,20.7,0.06
687,263,46,4,18.46,0.1
688,264,22,3,14.35,0.15
689,264,46,2,17.98,0
690,264,28,5,24.42,0
691,264,17,2,40.12,0.05
692,264,31,2,43.1,0.1
693,265,4,2,34.12,0.05
694,265,22,4,15.55,0.1
695,265,44,4,6.97,0.01
696,265,10,1,93.3,0
697,266,50,2,136.68,0.06
698,266,6,1,41.65,0
699,267,46,1,17.87,0.06
700,268,42,2,12.18,0.03
701,268,1,2,48.06,0.03
702,268,26,3,38.56,0
703,269,34,1,36.42,0.06
704,270,27,2,20.17,0
705,270,45,3,5.83,0
706,270,7,1,78.63,0
707,271,46,2,17.96,0.07
708,271,15,1,22.31,0.05
709,271,34,2,34.04,0
710,271,2,1,8.35,0.03
711,272,29,2,49,0
712,272,15,1,22.86,0.06
713,272,2,4,8.31,0.06
714,272,6,2,38.85,0.08
715,273,39,4,13.1,0.03
716,273,31,4,44.03,0
717,274,25,2,49.09,0.09
718,274,30,4,19.74,0.08
719,274,44,1,6.88,0
720,275,9,3,61.61,0.05
721,276,21,1,46.99,0.09
722,276,23,1,22.6,0.09
723,276,36,1,17.59,0.05
724,276,27,1,20.99,0.12
725,277,9,1,62.52,0.03
726,278,29,1,51.6,0
727,278,8,2,45.45,0.04
728,278,32,2,15.28,0
729,279,8,4,44.21,0
730,279,14,4,18.91,0.07
731,279,5,1,257.29,0.07
732,279,30,2,18.9,0.02
733,280,16,2,19.12,0.05
734,281,20,2,29.21,0
735,281,43,1,24.85,0
736,281,38,1,10.04,0
737,281,6,4,41.55,0.06
738,282,42,1,12.28,0.04
739,283,43,1,24.64,0
740,284,19,2,13.23,0
741,285,20,5,29.91,0
742,286,22,1,15.19,0.12
743,286,38,3,10.09,0
744,286,30,1,19.56,0.07
745,286,24,2,36.12,0
746,287,40,3,15.16,0
747,287,12,3,25.91,0.03
748,287,1,3,48.62,0.08
749,288,18,2,24.27,0
750,288,36,2,17.07,0.01
751,289,41,1,8.35,0.01
752,290,26,2,41.14,0.08
753,291,46,2,17.63,0.04
754,291,23,2,23.19,0.1
755,291,42,3,12.22,0.05
756,292,6,5,38.63,0.04
757,292,10,1,86.39,0.07
758,293,9,1,58.46,0
759,293,42,4,12.21,0.04
760,294,8,2,44.94,0.08
761,294,15,5,22.99,0.06
762,294,41,4,7.93,0.03
763,295,16,3,19.08,0.04
764,295,31,1,47.19,0
765,295,35,2,32.04,0.08
766,295,48,4,7.82,0
767,295,23,3,23.97,0.09
768,295,39,1,12.96,0
769,296,37,2,8.99,0
770,296,44,2,6.96,0.03
771,296,31,1,44.88,0.04
772,296,8,2,43.82,0.08
773,296,35,2,33.28,0.06
774,297,7,4,79.35,0
775,297,14,4,19.58,0.06
776,298,50,1,142.44,0
777,298,18,2,24.32,0.02
778,299,39,1,13.58,0
779,299,45,2,5.89,0.07
780,299,7,1,79.21,0.03
781,299,25,2,50.8,0.1
782,300,3,1,31.36,0.08
783,300,23,1,24.04,0.09
784,300,22,2,15.36,0.09
785,301,32,5,14.8,0.06
786,302,20,1,28.55,0
787,303,46,2,17.36,0.06
788,303,9,1,60.92,0.04
789,304,10,1,90.01,0.04
790,304,12,3,24.38,0.03
791,305,5,2,247.46,0.09
792,305,18,3,25.51,0.06
793,305,6,4,39.26,0.1
794,306,49,2,62.18,0
795,306,50,1,142.83,0.09
796,306,47,1,12.73,0.05
797,307,3,3,29.73,0.07
798,307,25,2,51.76,0.12
799,308,19,2,12.96,0.08
800,308,8,2,43.58,0
801,308,23,1,22.61,0.07
802,308,3,1,31.43,0.05
803,309,24,5,36.12,0.06
804,309,42,1,11.64,0.01
805,309,26,4,39.77,0
806,310,8,3,46.16,0
807,311,45,1,5.98,0.02
808,311,20,1,30.47,0.11
809,312,4,5,33.76,0.08
810,312,28,5,25.59,0
811,313,12,6,25.09,0
812,313,38,3,9.58,0
813,313,21,4,43.14,0.11
814,314,45,3,5.76,0.04
815,314,30,4,18.95,0
816,315,13,1,30.92,0
817,316,20,2,28.54,0
818,316,28,3,26.22,0.07
819,316,41,3,7.85,0
820,316,34,2,35.02,0.06
821,316,14,4,18.2,0
822,317,38,3,10.34,0
823,317,49,1,58.15,0.03
824,317,3,3,29.39,0.04
825,318,48,2,7.62,0.04
826,318,24,1,33.45,0.08
827,318,26,1,39.36,0
828,319,39,3,13.06,0
829,319,40,2,14.58,0.07
830,319,18,2,25.83,0.07
831,320,33,3,52.93,0.02
832,320,34,2,34.97,0
833,320,12,2,24.57,0
834,321,49,1,60.64,0
835,322,33,1,57.17,0.07
836,322,39,3,13.12,0.01
837,323,48,2,8.1,0
838,323,26,2,41.8,0.08
839,323,45,1,5.69,0
840,324,45,2,6.27,0.06
841,324,5,1,260.29,0.06
842,325,1,3,48.41,0
843,325,22,5,15.64,0.09
844,325,41,2,7.86,0
845,325,4,3,34.87,0.06
846,325,12,2,25.81,0
847,326,30,4,19.27,0.06
848,326,34,1,35.52,0.03
849,326,32,2,15.53,0
850,326,2,2,8.16,0.06
851,327,4,2,34.24,0
852,327,16,2,19.21,0.06
853,328,34,2,35.17,0.05
854,328,46,4,18.75,0.03
855,328,37,2,9.3,0.06
856,328,29,1,49.47,0.03
857,329,39,3,13.46,0.05
858,330,23,5,22.44,0.11
859,330,15,3,22.58,0.02
860,331,44,3,7.19,0.07
861,331,21,2,47.1,0.11
862,332,36,3,17.54,0.01
863,333,16,2,20.08,0
864,333,4,2,36.38,0.05
865,333,49,1,59.05,0.02
866,333,47,4,12.83,0.02
867,334,47,2,12.78,0.02
868,334,1,1,49.56,0
869,334,15,5,22.27,0.04
870,335,48,1,8.18,0
871,336,48,2,7.7,0.02
872,336,28,2,25.34,0.01
873,336,1,3,48.04,0.04
874,336,24,3,35.3,0
875,337,9,4,62.75,0.11
876,337,47,2,12.36,0.08
877,337,26,1,39.99,0.15
878,338,32,3,15.14,0.09
879,338,29,3,48.28,0.07
880,338,49,6,62.37,0
881,338,25,1,50.93,0.15
882,338,16,1,20.2,0.04
883,338,1,5,48.02,0.11
884,339,20,1,28.61,0.08
885,340,2,3,7.72,0.05
886,340,21,1,47.23,0.09
887,341,15,3,22.75,0.06
888,341,38,5,9.86,0
889,341,27,2,20.73,0.12
890,342,2,3,7.74,0.04
891,343,29,1,49.54,0.04
892,343,13,1,31.24,0.03
893,344,48,1,8.13,0
894,344,40,1,15.72,0.04
895,344,44,3,7.13,0
896,345,12,2,26.18,0.02
897,345,15,4,22.56,0.03
898,345,29,2,48.06,0.04
899,345,22,2,14.67,0
900,346,38,4,10.41,0.05
901,346,34,1,33.98,0
902,346,20,2,31.04,0.08
903,347,32,2,15.09,0
904,347,19,2,13.33,0.1
905,347,16,1,20.88,0.01
906,347,13,2,30.98,0.05
907,347,39,2,12.95,0
908,348,33,3,56.72,0.03
